alert_id,alert_date,alert_type,severity,subject_type,subject_id,disposition,analyst_notes
ALRT0000001,2022-08-30,value_mismatch,high,transaction,TXN0002512,closed,Routine system-generated alert; no further linkage identified.
ALRT0000240,2022-05-31,value_mismatch,medium,transaction,TXN0005078,closed,Routine system-generated alert; no further linkage identified.
ALRT0000241,2024-05-05,value_mismatch,low,transaction,TXN0000161,open,Routine system-generated alert; no further linkage identified.
ALRT0000242,2023-04-12,high_value_threshold,low,transaction,TXN0001310,open,Routine system-generated alert; no further linkage identified.
ALRT0000243,2023-09-08,value_mismatch,low,transaction,TXN0003530,open,Routine system-generated alert; no further linkage identified.
ALRT0000244,2022-06-20,third_party_payment,medium,transaction,TXN0000971,closed,Routine system-generated alert; no further linkage identified.
ALRT0000245,2022-11-26,third_party_payment,low,transaction,TXN0000642,open,Routine system-generated alert; no further linkage identified.
ALRT0000246,2024-11-06,high_value_threshold,low,transaction,TXN0002966,open,Routine system-generated alert; no further linkage identified.
ALRT0000247,2024-08-08,unusual_routing,low,transaction,TXN0005516,open,Routine system-generated alert; no further linkage identified.
ALRT0000248,2024-02-06,high_value_threshold,medium,transaction,TXN0005447,closed,Routine system-generated alert; no further linkage identified.
ALRT0000249,2023-11-28,value_mismatch,low,transaction,TXN0001542,open,Routine system-generated alert; no further linkage identified.
ALRT0000250,2023-05-28,repeat_counterparty_flag,low,transaction,TXN0000704,closed,Routine system-generated alert; no further linkage identified.
ALRT0000251,2024-05-15,high_value_threshold,medium,transaction,TXN0004286,open,Routine system-generated alert; no further linkage identified.
ALRT0000252,2022-06-29,value_mismatch,low,transaction,TXN0004945,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000253,2022-04-01,documentation_gap,high,transaction,TXN0003810,closed,Routine system-generated alert; no further linkage identified.
ALRT0000254,2023-01-12,late_shipment,low,transaction,TXN0001046,closed,Routine system-generated alert; no further linkage identified.
ALRT0000255,2022-03-17,value_mismatch,medium,transaction,TXN0002050,open,Routine system-generated alert; no further linkage identified.
ALRT0000256,2023-06-16,late_shipment,high,transaction,TXN0004815,open,Routine system-generated alert; no further linkage identified.
ALRT0000257,2022-04-13,high_value_threshold,medium,transaction,TXN0004679,open,Routine system-generated alert; no further linkage identified.
ALRT0000258,2022-11-10,high_value_threshold,low,transaction,TXN0005824,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000259,2023-10-30,documentation_gap,medium,transaction,TXN0002008,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000260,2023-08-03,repeat_counterparty_flag,high,transaction,TXN0004780,closed,Routine system-generated alert; no further linkage identified.
ALRT0000261,2023-05-09,late_shipment,high,transaction,TXN0003595,open,Routine system-generated alert; no further linkage identified.
ALRT0000262,2024-07-27,late_shipment,medium,transaction,TXN0005346,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000263,2022-03-20,value_mismatch,low,transaction,TXN0003927,closed,Routine system-generated alert; no further linkage identified.
ALRT0000264,2024-05-14,repeat_counterparty_flag,low,transaction,TXN0003429,closed,Routine system-generated alert; no further linkage identified.
ALRT0000265,2023-10-01,unusual_routing,high,transaction,TXN0000899,open,Routine system-generated alert; no further linkage identified.
ALRT0000266,2023-05-08,repeat_counterparty_flag,medium,transaction,TXN0003071,closed,Routine system-generated alert; no further linkage identified.
ALRT0000267,2025-01-25,third_party_payment,medium,transaction,TXN0001045,closed,Routine system-generated alert; no further linkage identified.
ALRT0000268,2024-06-21,value_mismatch,low,transaction,TXN0001604,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000269,2022-05-28,late_shipment,medium,transaction,TXN0002882,closed,Routine system-generated alert; no further linkage identified.
ALRT0000270,2022-09-21,unusual_routing,high,transaction,TXN0002127,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000271,2022-07-09,unusual_routing,low,transaction,TXN0000453,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000272,2025-02-03,value_mismatch,low,transaction,TXN0002933,closed,Routine system-generated alert; no further linkage identified.
ALRT0000273,2023-11-03,unusual_routing,low,transaction,TXN0004997,open,Routine system-generated alert; no further linkage identified.
ALRT0000274,2023-01-29,high_value_threshold,low,transaction,TXN0005618,closed,Routine system-generated alert; no further linkage identified.
ALRT0000275,2023-01-10,third_party_payment,medium,transaction,TXN0000248,closed,Routine system-generated alert; no further linkage identified.
ALRT0000276,2023-10-23,third_party_payment,medium,transaction,TXN0001021,closed,Routine system-generated alert; no further linkage identified.
ALRT0000277,2023-08-16,late_shipment,high,transaction,TXN0005094,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000278,2024-07-23,high_value_threshold,low,transaction,TXN0005052,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000279,2024-05-03,documentation_gap,low,transaction,TXN0002825,open,Routine system-generated alert; no further linkage identified.
ALRT0000280,2022-10-07,late_shipment,medium,transaction,TXN0000721,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000281,2023-10-26,late_shipment,medium,transaction,TXN0000483,open,Routine system-generated alert; no further linkage identified.
ALRT0000282,2022-09-04,repeat_counterparty_flag,low,transaction,TXN0000492,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000283,2024-07-05,repeat_counterparty_flag,low,transaction,TXN0001159,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000284,2024-01-24,unusual_routing,high,transaction,TXN0001275,closed,Routine system-generated alert; no further linkage identified.
ALRT0000285,2022-07-15,late_shipment,low,transaction,TXN0003942,open,Routine system-generated alert; no further linkage identified.
ALRT0000286,2022-10-24,repeat_counterparty_flag,high,transaction,TXN0005490,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000287,2023-05-14,late_shipment,high,transaction,TXN0002194,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000288,2022-11-10,high_value_threshold,low,transaction,TXN0004575,closed,Routine system-generated alert; no further linkage identified.
ALRT0000289,2022-04-06,value_mismatch,medium,transaction,TXN0004617,open,Routine system-generated alert; no further linkage identified.
ALRT0000290,2022-02-27,high_value_threshold,high,transaction,TXN0003808,open,Routine system-generated alert; no further linkage identified.
ALRT0000291,2022-05-12,unusual_routing,medium,transaction,TXN0003643,open,Routine system-generated alert; no further linkage identified.
ALRT0000292,2024-12-03,third_party_payment,medium,transaction,TXN0003159,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000293,2024-03-24,third_party_payment,low,transaction,TXN0001645,closed,Routine system-generated alert; no further linkage identified.
ALRT0000294,2022-02-14,third_party_payment,medium,transaction,TXN0004499,closed,Routine system-generated alert; no further linkage identified.
ALRT0000295,2024-10-23,high_value_threshold,low,transaction,TXN0004771,open,Routine system-generated alert; no further linkage identified.
ALRT0000296,2024-11-12,third_party_payment,medium,transaction,TXN0000311,closed,Routine system-generated alert; no further linkage identified.
ALRT0000297,2022-12-18,value_mismatch,low,transaction,TXN0002114,open,Routine system-generated alert; no further linkage identified.
ALRT0000298,2024-06-05,unusual_routing,low,transaction,TXN0000069,open,Routine system-generated alert; no further linkage identified.
ALRT0000299,2022-12-03,third_party_payment,low,transaction,TXN0003082,open,Routine system-generated alert; no further linkage identified.
ALRT0000300,2022-05-29,repeat_counterparty_flag,medium,transaction,TXN0001980,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000301,2024-02-21,repeat_counterparty_flag,low,transaction,TXN0005598,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000302,2022-11-17,documentation_gap,low,transaction,TXN0001938,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000303,2024-04-01,unusual_routing,low,transaction,TXN0001849,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000304,2023-07-10,repeat_counterparty_flag,medium,transaction,TXN0003394,open,Routine system-generated alert; no further linkage identified.
ALRT0000305,2024-06-23,repeat_counterparty_flag,low,transaction,TXN0000521,closed,Routine system-generated alert; no further linkage identified.
ALRT0000306,2023-08-05,repeat_counterparty_flag,medium,transaction,TXN0002259,closed,Routine system-generated alert; no further linkage identified.
ALRT0000307,2022-05-10,high_value_threshold,low,transaction,TXN0001195,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000308,2024-06-30,value_mismatch,low,transaction,TXN0005868,closed,Routine system-generated alert; no further linkage identified.
ALRT0000309,2024-06-13,late_shipment,low,transaction,TXN0005712,open,Routine system-generated alert; no further linkage identified.
ALRT0000310,2023-05-02,documentation_gap,low,transaction,TXN0001209,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000311,2023-05-31,value_mismatch,high,transaction,TXN0001832,closed,Routine system-generated alert; no further linkage identified.
ALRT0000312,2024-03-27,high_value_threshold,medium,transaction,TXN0004964,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000313,2022-06-03,documentation_gap,high,transaction,TXN0004164,open,Routine system-generated alert; no further linkage identified.
ALRT0000314,2022-12-02,high_value_threshold,high,transaction,TXN0001398,closed,Routine system-generated alert; no further linkage identified.
ALRT0000315,2022-09-01,late_shipment,medium,transaction,TXN0001175,open,Routine system-generated alert; no further linkage identified.
ALRT0000316,2024-05-12,repeat_counterparty_flag,medium,transaction,TXN0001496,open,Routine system-generated alert; no further linkage identified.
ALRT0000317,2022-04-08,value_mismatch,medium,transaction,TXN0003739,open,Routine system-generated alert; no further linkage identified.
ALRT0000318,2022-06-02,value_mismatch,medium,transaction,TXN0000053,open,Routine system-generated alert; no further linkage identified.
ALRT0000319,2023-03-15,repeat_counterparty_flag,medium,transaction,TXN0001928,open,Routine system-generated alert; no further linkage identified.
ALRT0000320,2024-03-22,documentation_gap,low,transaction,TXN0003465,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000321,2024-05-27,high_value_threshold,high,transaction,TXN0002785,closed,Routine system-generated alert; no further linkage identified.
ALRT0000322,2022-04-26,unusual_routing,medium,transaction,TXN0003947,open,Routine system-generated alert; no further linkage identified.
ALRT0000323,2022-02-19,unusual_routing,high,transaction,TXN0001399,open,Routine system-generated alert; no further linkage identified.
ALRT0000324,2024-07-14,documentation_gap,low,transaction,TXN0002667,open,Routine system-generated alert; no further linkage identified.
ALRT0000325,2024-07-05,unusual_routing,low,transaction,TXN0000957,open,Routine system-generated alert; no further linkage identified.
ALRT0000326,2022-09-17,repeat_counterparty_flag,low,transaction,TXN0000275,open,Routine system-generated alert; no further linkage identified.
ALRT0000327,2023-06-25,repeat_counterparty_flag,medium,transaction,TXN0000003,closed,Routine system-generated alert; no further linkage identified.
ALRT0000328,2023-12-05,value_mismatch,low,transaction,TXN0004609,closed,Routine system-generated alert; no further linkage identified.
ALRT0000329,2023-10-20,documentation_gap,medium,transaction,TXN0003925,open,Routine system-generated alert; no further linkage identified.
ALRT0000330,2023-05-26,documentation_gap,low,transaction,TXN0003314,closed,Routine system-generated alert; no further linkage identified.
ALRT0000331,2024-12-01,unusual_routing,medium,transaction,TXN0004483,open,Routine system-generated alert; no further linkage identified.
ALRT0000332,2022-09-13,documentation_gap,low,transaction,TXN0004143,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000333,2023-07-11,repeat_counterparty_flag,medium,transaction,TXN0005105,open,Routine system-generated alert; no further linkage identified.
ALRT0000334,2023-11-29,late_shipment,medium,transaction,TXN0002659,closed,Routine system-generated alert; no further linkage identified.
ALRT0000335,2022-05-02,high_value_threshold,low,transaction,TXN0003784,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000336,2023-10-27,high_value_threshold,high,transaction,TXN0002987,open,Routine system-generated alert; no further linkage identified.
ALRT0000337,2024-07-11,third_party_payment,medium,transaction,TXN0004265,open,Routine system-generated alert; no further linkage identified.
ALRT0000338,2022-05-28,late_shipment,low,transaction,TXN0004253,closed,Routine system-generated alert; no further linkage identified.
ALRT0000339,2024-03-06,unusual_routing,high,transaction,TXN0004885,open,Routine system-generated alert; no further linkage identified.
ALRT0000340,2023-03-15,late_shipment,high,transaction,TXN0004313,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000341,2022-03-08,repeat_counterparty_flag,medium,transaction,TXN0000851,closed,Routine system-generated alert; no further linkage identified.
ALRT0000342,2024-01-25,high_value_threshold,medium,transaction,TXN0003072,open,Routine system-generated alert; no further linkage identified.
ALRT0000343,2024-02-23,third_party_payment,medium,transaction,TXN0000658,closed,Routine system-generated alert; no further linkage identified.
ALRT0000344,2022-05-16,high_value_threshold,medium,transaction,TXN0005954,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000345,2022-12-23,high_value_threshold,high,transaction,TXN0003203,open,Routine system-generated alert; no further linkage identified.
ALRT0000346,2022-09-29,value_mismatch,low,transaction,TXN0004050,open,Routine system-generated alert; no further linkage identified.
ALRT0000347,2022-08-13,documentation_gap,medium,transaction,TXN0001277,closed,Routine system-generated alert; no further linkage identified.
ALRT0000348,2022-02-02,repeat_counterparty_flag,low,transaction,TXN0002832,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000349,2025-01-01,high_value_threshold,medium,transaction,TXN0003421,closed,Routine system-generated alert; no further linkage identified.
ALRT0000350,2023-07-13,value_mismatch,low,transaction,TXN0002441,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000351,2022-06-24,unusual_routing,low,transaction,TXN0004428,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000352,2024-10-02,unusual_routing,low,transaction,TXN0001138,closed,Routine system-generated alert; no further linkage identified.
ALRT0000353,2024-07-14,unusual_routing,medium,transaction,TXN0003190,open,Routine system-generated alert; no further linkage identified.
ALRT0000354,2024-01-16,late_shipment,low,transaction,TXN0001524,closed,Routine system-generated alert; no further linkage identified.
ALRT0000355,2023-12-28,repeat_counterparty_flag,medium,transaction,TXN0001937,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000356,2023-06-04,high_value_threshold,low,transaction,TXN0002047,closed,Routine system-generated alert; no further linkage identified.
ALRT0000357,2022-02-04,late_shipment,medium,transaction,TXN0002497,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000358,2022-12-02,late_shipment,low,transaction,TXN0005730,open,Routine system-generated alert; no further linkage identified.
ALRT0000359,2022-03-16,documentation_gap,low,transaction,TXN0005459,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000360,2022-06-28,value_mismatch,low,transaction,TXN0001000,closed,Routine system-generated alert; no further linkage identified.
ALRT0000361,2022-10-08,third_party_payment,low,transaction,TXN0004479,open,Routine system-generated alert; no further linkage identified.
ALRT0000362,2024-10-10,unusual_routing,high,transaction,TXN0000620,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000363,2024-07-13,late_shipment,medium,transaction,TXN0002681,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000364,2022-01-17,high_value_threshold,medium,transaction,TXN0004254,open,Routine system-generated alert; no further linkage identified.
ALRT0000365,2023-10-25,third_party_payment,medium,transaction,TXN0003506,closed,Routine system-generated alert; no further linkage identified.
ALRT0000366,2023-11-02,value_mismatch,low,transaction,TXN0002445,closed,Routine system-generated alert; no further linkage identified.
ALRT0000367,2024-09-15,value_mismatch,low,transaction,TXN0004484,open,Routine system-generated alert; no further linkage identified.
ALRT0000368,2024-10-23,repeat_counterparty_flag,low,transaction,TXN0001952,closed,Routine system-generated alert; no further linkage identified.
ALRT0000369,2024-11-19,third_party_payment,low,transaction,TXN0001717,closed,Routine system-generated alert; no further linkage identified.
ALRT0000370,2023-07-25,unusual_routing,low,transaction,TXN0005041,open,Routine system-generated alert; no further linkage identified.
ALRT0000371,2022-09-19,repeat_counterparty_flag,high,transaction,TXN0000619,closed,Routine system-generated alert; no further linkage identified.
ALRT0000372,2024-06-04,repeat_counterparty_flag,medium,transaction,TXN0003195,closed,Routine system-generated alert; no further linkage identified.
ALRT0000373,2024-06-08,unusual_routing,low,transaction,TXN0003560,open,Routine system-generated alert; no further linkage identified.
ALRT0000374,2022-04-20,documentation_gap,low,transaction,TXN0003123,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000375,2023-01-09,repeat_counterparty_flag,medium,transaction,TXN0003774,open,Routine system-generated alert; no further linkage identified.
ALRT0000376,2025-01-22,high_value_threshold,medium,transaction,TXN0005024,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000377,2024-11-24,documentation_gap,low,transaction,TXN0000388,open,Routine system-generated alert; no further linkage identified.
ALRT0000378,2025-02-23,third_party_payment,medium,transaction,TXN0001957,closed,Routine system-generated alert; no further linkage identified.
ALRT0000379,2022-09-17,repeat_counterparty_flag,medium,transaction,TXN0005637,open,Routine system-generated alert; no further linkage identified.
ALRT0000380,2023-03-21,repeat_counterparty_flag,low,transaction,TXN0001107,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000381,2022-03-03,high_value_threshold,low,transaction,TXN0002705,open,Routine system-generated alert; no further linkage identified.
ALRT0000382,2022-09-21,value_mismatch,low,transaction,TXN0002352,closed,Routine system-generated alert; no further linkage identified.
ALRT0000383,2023-08-30,documentation_gap,medium,transaction,TXN0000923,open,Routine system-generated alert; no further linkage identified.
ALRT0000384,2024-04-10,documentation_gap,medium,transaction,TXN0005845,open,Routine system-generated alert; no further linkage identified.
ALRT0000385,2023-06-07,value_mismatch,low,transaction,TXN0003721,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000386,2024-09-21,documentation_gap,low,transaction,TXN0001037,closed,Routine system-generated alert; no further linkage identified.
ALRT0000387,2024-07-05,documentation_gap,low,transaction,TXN0004031,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000388,2022-04-01,repeat_counterparty_flag,medium,transaction,TXN0003835,open,Routine system-generated alert; no further linkage identified.
ALRT0000389,2023-06-18,documentation_gap,low,transaction,TXN0003153,closed,Routine system-generated alert; no further linkage identified.
ALRT0000390,2024-01-30,repeat_counterparty_flag,low,transaction,TXN0000707,closed,Routine system-generated alert; no further linkage identified.
ALRT0000391,2023-10-14,value_mismatch,low,transaction,TXN0005030,open,Routine system-generated alert; no further linkage identified.
ALRT0000392,2022-07-24,unusual_routing,low,transaction,TXN0000086,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000393,2024-07-22,value_mismatch,low,transaction,TXN0004579,closed,Routine system-generated alert; no further linkage identified.
ALRT0000394,2024-09-07,high_value_threshold,low,transaction,TXN0004464,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000395,2022-03-04,high_value_threshold,high,transaction,TXN0004104,closed,Routine system-generated alert; no further linkage identified.
ALRT0000396,2022-07-09,high_value_threshold,medium,transaction,TXN0004735,open,Routine system-generated alert; no further linkage identified.
ALRT0000397,2025-01-06,value_mismatch,low,transaction,TXN0005012,closed,Routine system-generated alert; no further linkage identified.
ALRT0000398,2024-05-05,repeat_counterparty_flag,low,transaction,TXN0000444,closed,Routine system-generated alert; no further linkage identified.
ALRT0000399,2023-10-15,documentation_gap,low,transaction,TXN0002976,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000400,2022-12-10,repeat_counterparty_flag,low,transaction,TXN0005847,closed,Routine system-generated alert; no further linkage identified.
ALRT0000401,2024-02-07,documentation_gap,low,transaction,TXN0000093,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000402,2024-11-24,value_mismatch,medium,transaction,TXN0004649,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000403,2024-06-30,repeat_counterparty_flag,low,transaction,TXN0004165,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000404,2022-03-18,high_value_threshold,low,transaction,TXN0005578,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000405,2024-05-21,late_shipment,low,transaction,TXN0003575,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000406,2024-03-04,documentation_gap,low,transaction,TXN0004548,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000407,2024-06-06,late_shipment,low,transaction,TXN0003905,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000408,2023-04-16,high_value_threshold,low,transaction,TXN0004641,closed,Routine system-generated alert; no further linkage identified.
ALRT0000409,2023-06-27,unusual_routing,low,transaction,TXN0002375,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000410,2022-07-09,documentation_gap,low,transaction,TXN0000420,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000411,2024-08-16,late_shipment,low,transaction,TXN0003357,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000412,2022-06-28,value_mismatch,low,transaction,TXN0001700,open,Routine system-generated alert; no further linkage identified.
ALRT0000413,2022-04-07,documentation_gap,low,transaction,TXN0001068,open,Routine system-generated alert; no further linkage identified.
ALRT0000414,2024-01-28,late_shipment,low,transaction,TXN0005106,closed,Routine system-generated alert; no further linkage identified.
ALRT0000415,2024-03-11,value_mismatch,medium,transaction,TXN0000992,open,Routine system-generated alert; no further linkage identified.
ALRT0000416,2024-06-04,third_party_payment,low,transaction,TXN0001327,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000417,2023-01-12,high_value_threshold,low,transaction,TXN0002706,open,Routine system-generated alert; no further linkage identified.
ALRT0000418,2023-01-29,third_party_payment,low,transaction,TXN0004315,closed,Routine system-generated alert; no further linkage identified.
ALRT0000419,2023-03-12,third_party_payment,high,transaction,TXN0002883,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000420,2024-08-01,high_value_threshold,low,transaction,TXN0001339,open,Routine system-generated alert; no further linkage identified.
ALRT0000421,2024-02-09,unusual_routing,low,transaction,TXN0001962,open,Routine system-generated alert; no further linkage identified.
ALRT0000422,2025-01-25,repeat_counterparty_flag,high,transaction,TXN0005764,open,Routine system-generated alert; no further linkage identified.
ALRT0000423,2024-01-19,repeat_counterparty_flag,low,transaction,TXN0000806,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000424,2022-10-30,repeat_counterparty_flag,medium,transaction,TXN0002760,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000425,2024-05-16,unusual_routing,medium,transaction,TXN0003249,closed,Routine system-generated alert; no further linkage identified.
ALRT0000426,2023-09-13,unusual_routing,medium,transaction,TXN0005596,open,Routine system-generated alert; no further linkage identified.
ALRT0000427,2023-06-29,unusual_routing,low,transaction,TXN0005942,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000428,2023-01-10,late_shipment,low,transaction,TXN0004992,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000429,2022-01-14,repeat_counterparty_flag,medium,transaction,TXN0000823,closed,Routine system-generated alert; no further linkage identified.
ALRT0000430,2024-03-12,unusual_routing,low,transaction,TXN0000494,closed,Routine system-generated alert; no further linkage identified.
ALRT0000431,2022-06-10,third_party_payment,low,transaction,TXN0002805,open,Routine system-generated alert; no further linkage identified.
ALRT0000432,2023-03-31,unusual_routing,medium,transaction,TXN0005112,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000433,2023-06-17,value_mismatch,medium,transaction,TXN0005117,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000434,2022-06-05,late_shipment,low,transaction,TXN0003917,closed,Routine system-generated alert; no further linkage identified.
ALRT0000435,2023-07-08,third_party_payment,high,transaction,TXN0002742,open,Routine system-generated alert; no further linkage identified.
ALRT0000436,2023-07-25,high_value_threshold,low,transaction,TXN0001990,closed,Routine system-generated alert; no further linkage identified.
ALRT0000437,2023-11-22,repeat_counterparty_flag,low,transaction,TXN0003379,closed,Routine system-generated alert; no further linkage identified.
ALRT0000438,2024-01-26,repeat_counterparty_flag,medium,transaction,TXN0004634,open,Routine system-generated alert; no further linkage identified.
ALRT0000439,2024-04-02,late_shipment,medium,transaction,TXN0002201,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000440,2022-04-04,high_value_threshold,low,transaction,TXN0002969,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000441,2023-08-02,high_value_threshold,medium,transaction,TXN0002447,open,Routine system-generated alert; no further linkage identified.
ALRT0000442,2024-02-22,documentation_gap,medium,transaction,TXN0005614,closed,Routine system-generated alert; no further linkage identified.
ALRT0000443,2023-10-12,high_value_threshold,high,transaction,TXN0001753,closed,Routine system-generated alert; no further linkage identified.
ALRT0000444,2023-10-20,late_shipment,low,transaction,TXN0001332,closed,Routine system-generated alert; no further linkage identified.
ALRT0000445,2022-09-29,documentation_gap,low,transaction,TXN0003494,open,Routine system-generated alert; no further linkage identified.
ALRT0000446,2024-07-22,value_mismatch,medium,transaction,TXN0003685,closed,Routine system-generated alert; no further linkage identified.
ALRT0000447,2022-12-18,value_mismatch,low,transaction,TXN0000486,open,Routine system-generated alert; no further linkage identified.
ALRT0000448,2024-03-08,documentation_gap,medium,transaction,TXN0005318,open,Routine system-generated alert; no further linkage identified.
ALRT0000449,2024-06-17,third_party_payment,low,transaction,TXN0004396,open,Routine system-generated alert; no further linkage identified.
ALRT0000450,2024-08-31,unusual_routing,low,transaction,TXN0003237,closed,Routine system-generated alert; no further linkage identified.
ALRT0000451,2023-10-31,value_mismatch,low,transaction,TXN0003140,closed,Routine system-generated alert; no further linkage identified.
ALRT0000452,2023-02-28,high_value_threshold,low,transaction,TXN0000480,open,Routine system-generated alert; no further linkage identified.
ALRT0000453,2022-06-13,repeat_counterparty_flag,high,transaction,TXN0001912,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000454,2022-06-06,high_value_threshold,low,transaction,TXN0000754,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000455,2023-06-16,third_party_payment,medium,transaction,TXN0001092,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000456,2024-02-18,documentation_gap,low,transaction,TXN0004661,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000457,2022-07-06,repeat_counterparty_flag,medium,transaction,TXN0002469,open,Routine system-generated alert; no further linkage identified.
ALRT0000458,2023-08-23,documentation_gap,low,transaction,TXN0004613,closed,Routine system-generated alert; no further linkage identified.
ALRT0000459,2023-09-08,value_mismatch,medium,transaction,TXN0004088,closed,Routine system-generated alert; no further linkage identified.
ALRT0000460,2022-09-16,value_mismatch,high,transaction,TXN0002577,open,Routine system-generated alert; no further linkage identified.
ALRT0000461,2023-02-05,third_party_payment,high,transaction,TXN0004839,closed,Routine system-generated alert; no further linkage identified.
ALRT0000462,2024-11-10,documentation_gap,low,transaction,TXN0005887,open,Routine system-generated alert; no further linkage identified.
ALRT0000463,2023-10-20,value_mismatch,low,transaction,TXN0005757,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000464,2023-02-08,unusual_routing,medium,transaction,TXN0000890,open,Routine system-generated alert; no further linkage identified.
ALRT0000465,2023-04-26,documentation_gap,medium,transaction,TXN0003227,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000466,2022-02-22,unusual_routing,medium,transaction,TXN0001958,closed,Routine system-generated alert; no further linkage identified.
ALRT0000467,2024-10-15,documentation_gap,low,transaction,TXN0000756,open,Routine system-generated alert; no further linkage identified.
ALRT0000468,2022-04-24,high_value_threshold,medium,transaction,TXN0004931,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000469,2023-08-01,high_value_threshold,high,transaction,TXN0004993,open,Routine system-generated alert; no further linkage identified.
ALRT0000470,2023-08-03,repeat_counterparty_flag,low,transaction,TXN0005364,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000471,2024-11-27,unusual_routing,low,transaction,TXN0000735,closed,Routine system-generated alert; no further linkage identified.
ALRT0000472,2024-06-03,high_value_threshold,low,transaction,TXN0005253,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000473,2023-12-08,late_shipment,low,transaction,TXN0002542,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000474,2023-02-28,high_value_threshold,low,transaction,TXN0002478,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000475,2024-08-03,unusual_routing,medium,transaction,TXN0001235,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000476,2023-06-17,value_mismatch,high,transaction,TXN0004170,escalated,Routine system-generated alert; no further linkage identified.
ALRT0000477,2024-08-24,value_mismatch,medium,transaction,TXN0003524,open,Routine system-generated alert; no further linkage identified.
